symbol,name,industry,is_cycle_stock,notes,total_mv,circ_mv,amount,list_date,list_days,asof_date,universe_method,bias_notes
600031.SH,三一重工,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,16321099.999999998,15042000.0,1826150.196,20030703,8393,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000792.SZ,盐湖股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15996400.000000002,15996300.000000002,3190675.3940000003,19970904,10521,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002008.SZ,大族激光,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15732300.0,14618800.000000002,13263687.705000002,20040625,8035,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600362.SH,江西铜业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15731199.999999998,9427800.0,3271189.4439999997,20020111,8931,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002080.SZ,中材科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15594800.0,15594800.0,3405597.7,20061120,7157,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600887.SH,伊利股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15566700.0,15489400.0,1804917.729,19960312,11062,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600989.SH,宝丰能源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15524700.0,15524700.0,2672565.167,20190516,2597,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
302132.SZ,中航成飞,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15471400.000000002,3393300.0,406490.56299999997,20100827,5781,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601766.SH,中国中车,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15239100.0,12918100.0,1230582.275,20080818,6520,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301217.SZ,铜冠铜箔,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15193400.0,15193400.0,9216015.934,20220127,1610,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601600.SH,中国铝业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,15096400.000000002,11618900.000000002,2928211.607,20070430,6996,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601100.SH,恒立液压,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14963599.999999998,14963599.999999998,984563.9539999999,20111028,5354,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002028.SZ,思源电气,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14749200.0,11511400.000000002,1891862.759,20040805,7994,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600016.SH,民生银行,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14710900.0,11915300.0,918171.37,20001219,9319,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300014.SZ,亿纬锂能,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14519800.0,14113500.0,5091803.009,20091030,6082,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300475.SZ,香农芯创,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14379700.0,13782300.0,17008306.161,20150610,4033,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002460.SZ,赣锋锂业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14333000.0,8279900.0,4598961.129,20100810,5798,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603019.SH,中科曙光,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14312200.0,14311600.0,12536829.543000001,20141106,4249,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601881.SH,中国银河,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,14269400.0,9452700.0,1433825.816,20170123,3440,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603268.SH,松发股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13933599.999999998,3347799.9999999995,819749.5630000001,20150319,4116,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601991.SH,大唐发电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13824500.0,9259900.0,5765105.288,20061220,7127,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300442.SZ,润泽科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13719200.0,13694000.0,3694205.755,20150424,4080,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600160.SH,巨化股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13714700.0,13714700.0,5199360.634,19980626,10226,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600549.SH,厦门钨业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13631000.0,13342100.0,8208567.128,20021107,8631,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688702.SH,盛科通信,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13606700.0,6736700.0,3452764.972,20230914,1015,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600809.SH,山西汾酒,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13434200.0,13434200.0,2096922.346,19940106,11858,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601633.SH,长城汽车,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13403200.0,9747000.0,329334.12799999997,20110928,5384,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601111.SH,中国国航,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13402100.0,7611300.0,1453754.636,20060818,7251,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
001289.SZ,龙源电力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13400800.0,8082200.0,84301.51599999999,20220124,1613,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002600.SZ,领益智造,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,13067100.0,12873100.0,7949353.039000001,20110715,5459,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300999.SZ,金龙鱼,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,12941300.000000002,1295300.0,208999.498,20201015,2079,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600050.SH,中国联通,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,12912200.0,12799000.0,594453.427,20021009,8660,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601009.SH,南京银行,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,12870500.0,12870500.0,570081.9909999999,20070719,6916,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600346.SH,恒力石化,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,12818200.0,12818200.0,1103966.07,20010820,9075,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
